microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol
M301281	0	1	0	Colon	Positive	MSEB0012	G103bO201C	B11	76741.78728	43803.26834	5000	Success	3	15	G103b	ULV2_Half
M301282	46	27.687042914046728	3.4151232662975253	Colon	Positive	MSEB0012	G121eO302B	B11	41453.4693	17089.15774	5000	Success	3	15	G121e	ULV2_Half
M301283	38	25.030414520895274	3.274011205506429	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half
M301284	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	40791.4056	16815.7792	5000	NA	0	15	G121e	ULV2_Half
M301285	27	18.84087108237799	3.235491974679062	Colon	Positive	MSEB0012	G121eO302B	B11	40046.74836	17578.3492	5000	Success	1	15	G121e	ULV2_Half
M301286	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41051.89146	17145.79236	5000	Success	2	15	G121e	ULV2_Half
M301287	39	26.087849274671004	3.4565511077629747	Colon	Positive	MSEB0012	G121eO302B	B11	41135.4833	17654.27142	5000	Success	1	15	G121e	ULV2_Half
M301288	0	1	0	Colon	Positive	MSEB0012	G121eO302B	B11	41315.2	17540.17232	5000	Fail	3	15	G121e	ULV2_Half
M301289	49	29.86018647799861	3.559374178799877	Colon	Positive	MSEB0012	G121eO302B	B11	41400.40078	17608.98786	5000	Success	2	15	G121e	ULV2_Half
M301290	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41426.16088	18294.98234	5000	Success	2	15	G121e	ULV2_Half
M301291	0	1	0	Colon	Positive	MSEB0012	G121eO302B	B11	41711.76744	17864.7966	5000	Success	1	15	G121e	ULV2_Half
M301292	58	34.04907446954783	3.7187864695132022	Colon	Positive	MSEB0012	G121eO302B	B11	42644.17836	16003.35286	5000	Success	3	15	G121e	ULV2_Half
M301293	0	1	0	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	41465.2056	17731.0792	5000	NA	0	15	G121e	ULV2_Half
M301294	0	1	0	Colon	Positive	MSEB0012	G121eO302B	B11	41100.19242	18082.31458	5000	Fail	3	15	G121e	ULV2_Half
M301295	33	21.44257463163993	3.4194722211228608	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Success	3	15	G121e	ULV2_Half
M301296	80	39.386097206928966	3.71333088424799	Colon	Positive	MSEB0012	G121eO302B	B11	41799.0736	17175.40456	5000	Success	1	15	G121e	ULV2_Half
M301297	36	24.07385565747674	3.3992448861196585	Colon	Positive	MSEB0012	G121eO302B	B11	41736.45472	17710.10006	5000	Fail	3	15	G121e	ULV2_Half
M301298	33	23.777520527721485	3.1200274006669004	Colon	Positive	MSEB0012	G121eO302B	B11	41347.27566	31974.73372	5000	Success	1	15	G121e	ULV2_Half
M301299	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	NA	NA	NA	Success	3	15	G121e	ULV2_Half
M301300	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	40674.9056	31532.4792	5000	NA	0	15	G121e	ULV2_Half
M301301	20	16.668609288533933	3.047983949735773	Colon	Positive	MSEB0012	G121eO302B	B11	43703.01278	31343.37932	5000	Success	3	15	G121e	ULV2_Half
M301302	60	32.70179972226029	3.7041512008486372	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half
M301303	53	32.57076594343091	3.521087323913631	Colon	Positive	MSEB0012	G121eO302B	B11	40857.31786	31477.10116	5000	Success	1	15	G121e	ULV2_Half
M301304	5	4.780726576891937	2.6142933954369227	Colon	Positive	MSEB0012	G121eO302B	B11	41474.74688	31562.7183	5000	Success	1	15	G121e	ULV2_Half
M301305	59	33.01362437338143	3.564512314325002	Colon	Positive	MSEB0012	G121eO302B	B11	41519.57912	31125.49698	5000	Success	3	15	G121e	ULV2_Half
M301306	25	17.798074152753355	3.2708970137672453	Colon	Positive	MSEB0012	G121eO302B	B11	41706.1352	31251.87052	5000	Success	1	15	G121e	ULV2_Half
M301307	0	1	0	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Fail	3	15	G121e	ULV2_Half
M301308	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41726.12974	31320.03378	5000	Success	1	15	G121e	ULV2_Half
M301309	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	41497.5056	31011.1792	5000	NA	0	15	G121e	ULV2_Half
M301310	50	26.502521800763336	3.578453969262368	Colon	Positive	MSEB0012	G121eO302B	B11	41692.18908	30653.78112	5000	Success	1	15	G121e	ULV2_Half
M301311	56	32.3084239895124	3.6032260291722795	Colon	Positive	MSEB0012	G121eO302B	B11	41479.3352	30448.76198	5000	Success	1	15	G121e	ULV2_Half
M301312	68	37.34582804023843	3.692371278823201	Colon	Positive	MSEB0012	G121eO302B	B11	41236.14014	30480.25832	5000	Success	3	15	G121e	ULV2_Half
M301313	84	41.11499128397292	4.12472677235863	Colon	Positive	MSEB0012	G121eO302B	B11	41078.4201	28639.5368	5000	Success	1	15	G121e	ULV2_Half
M301314	85	40.363381597105864	3.7187297728934268	Colon	Positive	MSEB0012	G121eO302B	B11	44191.23378	46773.50116	5000	Success	1	15	G121e	ULV2_Half
M301315	89	42.20598182167136	3.873668305986318	Colon	Positive	MSEB0012	G121eO302B	B11	42139.29788	45801.06018	5000	Success	2	15	G121e	ULV2_Half
M301316	85	41.36797903894065	3.8369408194426304	Colon	Positive	MSEB0012	G121eO302B	B11	42595.29364	44136.58324	5000	Success	2	15	G121e	ULV2_Half
M301317	74	35.31524647587566	3.7944638378054543	Colon	Positive	MSEB0012	G121eO302B	B11	41974.59858	45566.23648	5000	Success	3	15	G121e	ULV2_Half
M301318	59	33.73597314004114	3.552357078282943	Colon	Positive	MSEB0012	G121eO302B	B11	42003.85196	44910.95646	5000	Success	3	15	G121e	ULV2_Half
M301319	0	1	0	Colon	Positive	MSEB0012	G121eO302B	B11	42546.06422	44497.74432	5000	Success	1	15	G121e	ULV2_Half
M301320	0	1	0	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	42241.1056	43978.0792	5000	NA	0	15	G121e	ULV2_Half
M301321	0	1	0	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half
M301322	44	30.235233516666323	3.3449671204569125	Colon	Positive	MSEB0012	G121eO302B	B11	42061.7991	45023.35594	5000	Success	1	15	G121e	ULV2_Half
M301323	57	28.828339303272838	3.544592256138693	Colon	Positive	MSEB0012	G121eO302B	B11	42328.33648	45345.91002	5000	Success	2	15	G121e	ULV2_Half
M301324	75	38.21050077151598	3.7346921212694304	Colon	Positive	MSEB0012	G121eO302B	B11	42026.39692	45425.5896	5000	Success	2	15	G121e	ULV2_Half
M301325	27	20.915934168473065	3.1407005758406914	Colon	Positive	MSEB0012	G121eO302B	B11	42086.73282	45884.32498	5000	Success	1	15	G121e	ULV2_Half
M301326	55	29.515772419485966	3.5866790236684367	Colon	Positive	MSEB0012	G121eO302B	B11	43078.4955	45522.386	5000	Success	2	15	G121e	ULV2_Half
M301327	5	4.941882179025281	2.6529511291536836	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	NA	NA	NA	Success	2	15	G121e	ULV2_Half
M301328	0	1	0	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	44446.4056	44870.0792	5000	NA	0	15	G121e	ULV2_Half
M301329	71	33.364764096672154	3.7674454355299978	Colon	Positive	MSEB0012	G121eO302B	B11	42995.45594	44833.4465	5000	Success	2	15	G121e	ULV2_Half
M301330	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41457.05684	17136.77418	5000	Fail	3	15	G103b	ULV2_Half
M301331	0	1	0	Colon	NegativeReaction	MSEB0012	G103bO202R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301332	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41085.91002	17000.70058	5000	Success	1	15	G103b	ULV2_Half
M301333	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	40031.74592	17661.18876	5000	Fail	3	15	G103b	ULV2_Half
M301334	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41194.41464	17230.58876	5000	Fail	3	15	G103b	ULV2_Half
M301335	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41365.73814	17749.83044	5000	Fail	3	15	G103b	ULV2_Half
M301336	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41541.8673	17517.34252	5000	Success	1	15	G103b	ULV2_Half
M301337	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41905.2655	17614.85838	5000	Fail	3	15	G103b	ULV2_Half
M301338	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41276.78876	18329.22704	5000	Success	1	15	G103b	ULV2_Half
M301339	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41696.43886	17996.8833	5000	Success	2	15	G103b	ULV2_Half
M301340	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	42670.5957	16129.89518	5000	Success	1	15	G103b	ULV2_Half
M301341	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41762.31914	18119.51194	5000	Success	3	15	G103b	ULV2_Half
M301342	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41096.27874	18126.66962	5000	Success	1	15	G103b	ULV2_Half
M301343	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301344	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41840.81952	17244.87238	5000	Success	1	15	G103b	ULV2_Half
M301345	0	1	0	Colon	Positive	MSEB0012	G103bO202A	B11	41615.13064	17636.39242	5000	Success	1	15	G103b	ULV2_Half
M301346	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41121.26064	31903.6352	5000	Fail	3	15	G103b	ULV2_Half
M301347	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	NA	NA	NA	Success	2	15	G103b	ULV2_Half
M301348	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41066.92588	31834.1587	5000	Success	1	15	G103b	ULV2_Half
M301349	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	43773.13288	31492.75144	5000	Fail	3	15	G103b	ULV2_Half
M301350	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301351	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	40978.64194	31539.06776	5000	Success	2	15	G103b	ULV2_Half
M301352	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41251.34098	31431.61002	5000	Success	1	15	G103b	ULV2_Half
M301353	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41409.99608	31114.40822	5000	Success	1	15	G103b	ULV2_Half
M301354	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41668.30296	31063.3616	5000	Success	1	15	G103b	ULV2_Half
M301355	0	1	0	Colon	NegativeReaction	MSEB0012	G103bO202R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301356	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41960.29826	31121.08838	5000	Fail	3	15	G103b	ULV2_Half
M301357	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41748.6334	31372.54232	5000	Fail	3	15	G103b	ULV2_Half
M301358	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41684.03558	30812.28516	5000	Success	1	15	G103b	ULV2_Half
M301359	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41888.6409	30691.73628	5000	Success	3	15	G103b	ULV2_Half
M301360	0	1	0	Colon	Positive	MSEB0012	G103bO202B	B11	41051.87104	30682.46512	5000	Fail	3	15	G103b	ULV2_Half
M301361	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	41203.00558	28673.7815	5000	Success	2	15	G103b	ULV2_Half
M301362	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	44105.7851	46919.61188	5000	Success	1	15	G103b	ULV2_Half
M301363	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42227.02954	45904.7727	5000	Success	1	15	G103b	ULV2_Half
M301364	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42798.15272	44268.3438	5000	Fail	3	15	G103b	ULV2_Half
M301365	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	41809.89788	45629.1815	5000	Success	1	15	G103b	ULV2_Half
M301366	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42180.94598	45036.8465	5000	Success	1	15	G103b	ULV2_Half
M301367	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42551.6086	44760.61316	5000	Success	1	15	G103b	ULV2_Half
M301368	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42729.66332	44186.8088	5000	Fail	3	15	G103b	ULV2_Half
M301369	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301370	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42248.67732	45163.92228	5000	Success	2	15	G103b	ULV2_Half
M301371	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42343.66506	45296.0106	5000	Success	2	15	G103b	ULV2_Half
M301372	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42131.08786	45460.48658	5000	Success	1	15	G103b	ULV2_Half
M301373	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42210.01374	45601.5616	5000	Fail	3	15	G103b	ULV2_Half
M301374	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	42975.7614	45566.74104	5000	Fail	3	15	G103b	ULV2_Half
M301375	0	1	0	Colon	NegativeCollection	MSEB0012	G103bO202Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half
M301376	0	1	0	Colon	NegativeMebrane	MSEB0012	G103bO202M	B11	44828.31554	45127.40366	5000	Fail	3	15	G103b	ULV2_Half
M301377	0	1	0	Colon	Positive	MSEB0012	G103bO202C	B11	43010.45838	44867.36506	5000	Success	2	15	G103b	ULV2_Half
M301474	104	45.66345223176865	4.15317006995533	Caecum right	Positive	MSEB0014	G121eI104A	B11	12875.34	12963.54	50000	Success	1	12	G121e	ULV2_Half
M301475	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	7713.36	7571.61	50000	Success	1	12	G121e	ULV2_Half
M301476	104	47.11344304411179	4.093706630414076	Caecum right	Positive	MSEB0014	G121eI104A	B11	14099.76	14002.11	50000	Success	3	12	G121e	ULV2_Half
M301477	103	46.77210909364268	4.11391967674031	Caecum right	Positive	MSEB0014	G121eI104A	B11	12849.68	13032.38	50000	Success	2	12	G121e	ULV2_Half
M301478	107	50.00608270948986	4.025593446534457	Caecum right	Positive	MSEB0014	G121eI104A	B11	13579.92	13778.37	50000	Success	3	12	G121e	ULV2_Half
M301479	0	1	0	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	12	G121e	ULV2_Half
M301480	100	44.954976001057126	4.175425644226986	Caecum right	Positive	MSEB0014	G121eI104A	B11	13400	13359.05	50000	Success	1	12	G121e	ULV2_Half
M301481	71	33.81958195044459	3.9755913197517923	Caecum right	Positive	MSEB0014	G121eI104A	B11	13768.14	13720.89	50000	Success	1	12	G121e	ULV2_Half
M301482	96	42.3924009883144	4.10872390215886	Caecum right	Positive	MSEB0014	G121eI104A	B11	13027.18	13102.78	25000	Success	2	12	G121e	ULV2_Half
M301483	33	21.65671304431451	3.5630791483818163	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	12	G121e	ULV2_Half
M301484	95	41.88980769838813	4.092560359488008	Caecum right	Positive	MSEB0014	G121eI104A	B11	12890.08	13312.18	25000	Success	1	12	G121e	ULV2_Half
M301485	91	42.493716984261326	4.069962633169554	Caecum right	Positive	MSEB0014	G121eI104A	B11	14490.28	14534.38	25000	Success	1	12	G121e	ULV2_Half
M301486	94	41.9325630256399	4.104181467901182	Caecum right	Positive	MSEB0014	G121eI104A	B11	14544.72	14522.67	25000	Success	1	12	G121e	ULV2_Half
M301487	85	43.60420414967699	4.062071706680224	Caecum right	Positive	MSEB0014	G121eI104A	B11	15322.58	15410.78	25000	Success	1	12	G121e	ULV2_Half
M301488	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	11373.66	11398.86	25000	Success	2	12	G121e	ULV2_Half
M301489	95	41.90230266076546	4.1178532782354536	Caecum right	Positive	MSEB0014	G121eI104A	B11	16610.84	16802.99	25000	Success	1	12	G121e	ULV2_Half
M301490	89	39.98245685235646	3.960121878472565	Caecum right	Positive	MSEB0014	G121eI104A	B11	16642	17010.55	5000	Success	1	15	G121e	ULV2_Half
M301491	54	29.832423098522234	3.661503230172838	Caecum right	Positive	MSEB0014	G121eI104A	B11	15800.56	15869.86	5000	Success	1	15	G121e	ULV2_Half
M301492	0	1	0	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301493	70	35.55969391149945	3.973249512333945	Caecum right	Positive	MSEB0014	G121eI104A	B11	15245.06	15396.26	5000	Success	1	15	G121e	ULV2_Half
M301494	75	36.31404206973951	3.9682444272565416	Caecum right	Positive	MSEB0014	G121eI104A	B11	15889.02	16367.82	5000	Success	2	15	G121e	ULV2_Half
M301495	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	12473.66	13176.11	5000	Success	3	15	G121e	ULV2_Half
M301496	80	37.55585503120429	4.039936194162453	Caecum right	Positive	MSEB0014	G121eI104A	B11	14604.78	15001.68	5000	Success	1	15	G121e	ULV2_Half
M301497	68	35.5269383434101	4.030406256746621	Caecum right	Positive	MSEB0014	G121eI104A	B11	14224.32	14158.17	5000	Success	1	15	G121e	ULV2_Half
M301498	2	1.9845827156101967	1.358349501493308	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301499	54	29.413190507582634	3.794946264151989	Caecum right	Positive	MSEB0014	G121eI104A	B11	11028.92	10795.82	2500	Success	1	15	G121e	ULV2_Half
M301500	0	1	0	Caecum right	Positive	MSEB0014	G121eI104A	B11	12571.72	11648.77	2500	Fail	2	15	G121e	ULV2_Half
M301501	14	12.63093364840493	2.9268051421548784	Caecum right	Positive	MSEB0014	G121eI104A	B11	14316.7	15353.05	2500	Success	2	15	G121e	ULV2_Half
M301502	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	9628	9716.2	2500	Success	1	15	G121e	ULV2_Half
M301503	64	33.827063213300555	3.7976001602001914	Caecum right	Positive	MSEB0014	G121eI104A	B11	13220.38	13302.28	2500	Success	1	15	G121e	ULV2_Half
M301504	47	26.69178975005892	3.7694442117608102	Caecum right	Positive	MSEB0014	G121eI104A	B11	15960.84	15837.99	2500	Success	2	15	G121e	ULV2_Half
M301505	66	34.480675738496984	3.866505831020239	Caecum right	Positive	MSEB0014	G121eI104A	B11	14812.38	15574.68	2500	Success	2	15	G121e	ULV2_Half
M301506	64	30.247122741737012	3.826740064429355	Caecum right	Positive	MSEB0014	G121eI104A	B11	14953.38	14745.48	1500	Success	1	17	G121e	ULV2_Half
M301507	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	17671	17765.5	1500	Success	1	17	G121e	ULV2_Half
M301508	46	28.872008373514788	3.6672818430984067	Caecum right	Positive	MSEB0014	G121eI104A	B11	15647.26	15401.56	1500	Success	2	17	G121e	ULV2_Half
M301509	65	34.459211156193724	4.064929041350164	Caecum right	Positive	MSEB0014	G121eI104A	B11	15406.64	15334.19	1500	Success	1	17	G121e	ULV2_Half
M301510	38	24.22021153782748	3.530389258757218	Caecum right	Positive	MSEB0014	G121eI104A	B11	15941.48	15941.48	1500	Success	1	17	G121e	ULV2_Half
M301511	0	1	0	Caecum right	Positive	MSEB0014	G121eI104A	B11	16259.68	16231.33	1500	Fail	2	17	G121e	ULV2_Half
M301512	0	1	0	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	17	G121e	ULV2_Half
M301513	35	22.01193203168956	3.369302803273743	Caecum right	Positive	MSEB0014	G121eI104A	B11	16421.16	16008.51	1500	Fail	2	17	G121e	ULV2_Half
M301514	24	19.588572550553618	3.1674844287321187	Caecum right	Positive	MSEB0014	G121eI104A	B11	16286.84	16579.79	500	Success	2	17	G121e	ULV2_Half
M301515	11	9.07297575242623	3.099849184546227	Caecum right	Positive	MSEB0014	G121eI104A	B11	15862	15732.85	500	Success	1	17	G121e	ULV2_Half
M301516	5	4.495755596118075	2.4068490584003652	Caecum right	Positive	MSEB0014	G121eI104A	B11	16881.64	17272.24	500	Success	2	17	G121e	ULV2_Half
M301517	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	8021.76	7032.66	500	Fail	2	17	G121e	ULV2_Half
M301518	0	1	0	Caecum right	Positive	MSEB0014	G121eI104A	B11	17231.34	17467.59	500	Fail	2	17	G121e	ULV2_Half
M301519	6	5.536444700435455	2.4568078319131987	Caecum right	Positive	MSEB0014	G121eI104A	B11	16331.58	16315.83	500	Success	1	17	G121e	ULV2_Half
M301520	0	1	0	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	17	G121e	ULV2_Half
M301521	29	19.357977695249414	3.4367917405195625	Caecum right	Positive	MSEB0014	G121eI104A	B11	16653.84	16971.99	500	Fail	2	17	G121e	ULV2_Half
M301522	106	46.82526520043299	4.1026657822143076	Caecum right	Positive	MSEB0014	G121eI104B	B11	12230.26	11562.46	50000	Success	1	12	G121e	ULV2_Half
M301523	103	45.30582965548193	4.098353265004578	Caecum right	Positive	MSEB0014	G121eI104B	B11	11595.6	11286.9	50000	Success	2	12	G121e	ULV2_Half
M301524	103	45.52714685556255	4.1151913433403235	Caecum right	Positive	MSEB0014	G121eI104B	B11	11998.72	12401.92	50000	Success	1	12	G121e	ULV2_Half
M301525	0	1	0	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	12	G121e	ULV2_Half
M301526	110	45.78120548544112	4.082121227372537	Caecum right	Positive	MSEB0014	G121eI104B	B11	12597.62	13684.37	50000	Success	1	12	G121e	ULV2_Half
M301527	104	43.313700753679306	4.092046131161067	Caecum right	Positive	MSEB0014	G121eI104B	B11	13354.84	13846.24	50000	Success	1	12	G121e	ULV2_Half
M301528	98	42.0376384499263	4.134714727749201	Caecum right	Positive	MSEB0014	G121eI104B	B11	14360.82	14064.72	50000	Success	1	12	G121e	ULV2_Half
M301529	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	7999.44	8030.94	50000	Success	1	12	G121e	ULV2_Half
M301530	108	45.4842262281738	4.058493820207363	Caecum right	Positive	MSEB0014	G121eI104B	B11	13571.18	13986.98	25000	Success	1	12	G121e	ULV2_Half
M301531	109	44.2768721769107	4.0370010884963206	Caecum right	Positive	MSEB0014	G121eI104B	B11	13012.92	12908.97	25000	Success	1	12	G121e	ULV2_Half
M301532	105	42.32245668929447	4.001008509155824	Caecum right	Positive	MSEB0014	G121eI104B	B11	12387.2	12226.55	25000	Success	1	12	G121e	ULV2_Half
M301533	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	9809.58	9655.23	25000	Success	2	12	G121e	ULV2_Half
M301534	8	7.29938707361583	2.7865172724807827	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	12	G121e	ULV2_Half
M301535	101	44.62654598868817	4.042409822434376	Caecum right	Positive	MSEB0014	G121eI104B	B11	12840.64	13486.39	25000	Success	1	12	G121e	ULV2_Half
M301536	105	45.70263036946658	3.8012842739010035	Caecum right	Positive	MSEB0014	G121eI104B	B11	12777.5	12232.55	25000	Success	1	12	G121e	ULV2_Half
M301537	103	42.8817071332879	4.126145161597367	Caecum right	Positive	MSEB0014	G121eI104B	B11	12582.32	13407.62	25000	Success	1	12	G121e	ULV2_Half
M301538	85	38.755903805362124	4.0987594875999145	Caecum right	Positive	MSEB0014	G121eI104B	B11	14230.38	14088.63	5000	Success	1	15	G121e	ULV2_Half
M301539	0	1	0	Caecum right	NegativeReaction	MSEB0014	G121eI104R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301540	68	35.883981867296455	3.905281736654079	Caecum right	Positive	MSEB0014	G121eI104B	B11	14377.36	14434.06	5000	Success	1	15	G121e	ULV2_Half
M301541	89	40.381715856260016	4.116373697063161	Caecum right	Positive	MSEB0014	G121eI104B	B11	12905.56	13223.71	5000	Success	2	15	G121e	ULV2_Half
M301542	81	38.15846950709577	3.9959881672347106	Caecum right	Positive	MSEB0014	G121eI104B	B11	12067.92	12458.52	5000	Success	1	15	G121e	ULV2_Half
M301543	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	6287.12	6101.27	5000	Success	1	15	G121e	ULV2_Half
M301544	67	35.241026954375	3.8490028794144564	Caecum right	Positive	MSEB0014	G121eI104B	B11	12845.16	11767.86	5000	Success	1	15	G121e	ULV2_Half
M301545	106	43.482898542779424	4.19446635962971	Caecum right	Positive	MSEB0014	G121eI104B	B11	10861.76	9841.16	5000	Success	2	15	G121e	ULV2_Half
M301546	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	12480.64	12234.94	2500	Fail	2	15	G121e	ULV2_Half
M301547	80	38.85884676369943	4.018485201836249	Caecum right	Positive	MSEB0014	G121eI104B	B11	14409.46	13710.16	2500	Success	2	15	G121e	ULV2_Half
M301548	73	36.02926291598683	3.886466889139744	Caecum right	Positive	MSEB0014	G121eI104B	B11	13130.5	13039.15	2500	Success	2	15	G121e	ULV2_Half
M301549	44	28.01013192354933	3.5403622680505773	Caecum right	Positive	MSEB0014	G121eI104B	B11	12754.94	12720.29	2500	Success	1	15	G121e	ULV2_Half
M301550	0	1	0	Caecum right	Positive	MSEB0014	G121eI104B	B11	14368.42	14154.22	2500	Fail	2	15	G121e	ULV2_Half
M301551	69	35.148940736984656	4.005803115594208	Caecum right	Positive	MSEB0014	G121eI104B	B11	14537.84	13299.89	2500	Success	1	15	G121e	ULV2_Half
M301552	0	1	0	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half
M301553	57	30.905837631090957	3.9007878739022837	Caecum right	Positive	MSEB0014	G121eI104B	B11	13452.56	13373.81	2500	Success	1	15	G121e	ULV2_Half
M301554	25	17.17484143643625	3.363890568115907	Caecum right	Positive	MSEB0014	G121eI104B	B11	11147.28	11185.08	1500	Success	1	17	G121e	ULV2_Half
M301555	38	24.431349988404964	3.520566921688963	Caecum right	Positive	MSEB0014	G121eI104B	B11	11300.54	11221.79	1500	Success	1	17	G121e	ULV2_Half
M301556	31	20.942950640619735	3.349788147486469	Caecum right	Positive	MSEB0014	G121eI104B	B11	11719.38	11505.18	1500	Success	1	17	G121e	ULV2_Half
M301557	24	13.237100438724775	2.86696995914068	Caecum right	Positive	MSEB0014	G121eI104B	B11	12125.62	12157.12	1500	Success	1	17	G121e	ULV2_Half
M301558	0	1	0	Caecum right	NegativeCollection	MSEB0014	G121eI104Z	B11	NA	NA	NA	NA	0	17	G121e	ULV2_Half
M301559	0	1	0	Caecum right	NegativeMebrane	MSEB0014	G121eI104M	B11	17382.02	16572.47	1500	Success	1	17	G121e	ULV2_Half
