microsample	richness	neutral	phylogenetic	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection	collection_attempts	cycles	animal	protocol	collection_method
M301185	237	38.42656840463779	2.7640884014266507	Caecum right	Positive	MSEB0011	G103bI301B	B11	42079.85652	43292.01278	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301186	31	19.555321599690814	4.333158182456425	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41480.87656	12441.25048	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301187	246	54.22977862799831	4.195872968598811	Colon	Positive	MSEB0012	G121eO302A	B11	41588.96872	14483.50058	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301188	249	56.39928299177008	4.145665872251978	Colon	Positive	MSEB0012	G121eO302A	B11	42210.9465	14114.54246	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301189	240	54.98723541561248	4.273378221241998	Colon	Positive	MSEB0012	G121eO302A	B11	42366.28914	14851.6833	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301190	55	23.77064430628748	3.1906528487574524	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301191	250	54.23763011883606	3.973832279896252	Colon	Positive	MSEB0012	G121eO302A	B11	42936.94174	16465.35196	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301192	250	51.02742412100369	4.055425208223644	Colon	Positive	MSEB0012	G121eO302A	B11	41942.00096	16150.1878	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301193	251	56.62794103015746	4.022526524174673	Colon	Positive	MSEB0012	G121eO302A	B11	41959.48234	16767.67784	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301194	251	47.806105053553544	4.204621623912476	Colon	Positive	MSEB0012	G121eO302A	B11	42470.54412	20002.60494	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301195	250	54.7767935104376	4.041145645746632	Colon	Positive	MSEB0012	G121eO302A	B11	41919.91208	20527.73102	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301196	28	5.721373161938194	2.2500759651058995	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301197	58	40.02951447664767	4.726754465511222	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41880.77528	23541.76724	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301198	251	53.74260803181604	4.131196786063693	Colon	Positive	MSEB0012	G121eO302A	B11	42513.9246	20715.14778	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301199	251	53.743337287628805	4.180710795191175	Colon	Positive	MSEB0012	G121eO302A	B11	43081.6806	19662.03192	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301200	251	52.670279049219616	4.091738736932806	Colon	Positive	MSEB0012	G121eO302A	B11	43612.05292	19308.71644	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301201	250	56.96951447634143	4.046824411583395	Colon	Positive	MSEB0012	G121eO302A	B11	44226.0634	19799.0727	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301202	251	53.967987182579606	4.1482313078776984	Colon	Positive	MSEB0012	G121eO302A	B11	42132.93334	18298.53744	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301203	251	55.054139507321125	4.091633856449859	Colon	Positive	MSEB0012	G121eO302A	B11	42237.624280000004	19020.89692	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301204	247	48.98274115733436	4.103589611465557	Colon	Positive	MSEB0012	G121eO302A	B11	42818.54426	19111.56596	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301205	236	54.68265285723666	4.024602532825202	Colon	Positive	MSEB0012	G121eO302A	B11	43990.81118	18774.4815	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301206	248	52.352360150912375	4.1408973422793105	Colon	Positive	MSEB0012	G121eO302A	B11	43954.10192	20332.1201	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301207	9	5.1827388821736475	2.495604109543719	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301208	248	50.3942574762033	4.019418686202161	Colon	Positive	MSEB0012	G121eO302A	B11	43012.94412	17708.0765	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301209	51	11.301075485490479	2.396103058913308	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	38553.32954	18443.76814	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301210	252	57.012968093719124	3.984851218059131	Colon	Positive	MSEB0012	G121eO302A	B11	41104.78478	14700.32974	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301211	252	51.733212230426425	4.0364137070987	Colon	Positive	MSEB0012	G121eO302A	B11	41488.66384	14987.3079	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301212	251	55.641756678227765	4.204102447196495	Colon	Positive	MSEB0012	G121eO302A	B11	41539.84374	15286.81824	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301213	224	49.27351560521899	4.071868395700941	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	39011.40604	15762.86088	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301214	250	51.87209467870147	4.014378949986428	Colon	Positive	MSEB0012	G121eO302A	B11	42027.73956	15522.9237	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301215	235	51.58814261711322	4.045605139282936	Colon	Positive	MSEB0012	G121eO302A	B11	42176.40192	14898.68824	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301216	251	59.51013040398643	4.052780419661014	Colon	Positive	MSEB0012	G121eO302A	B11	41037.61278	15504.88414	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301217	12	6.652455682602746	2.3138742404795414	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	75583.44432	29860.94888	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301218	106	27.17497744350039	2.6336852152474446	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301219	251	60.66526306454578	4.133150063544873	Colon	Positive	MSEB0012	G121eO302A	B11	41631.10404	19763.12466	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301220	215	46.30956923850021	3.6887886622753085	Colon	Positive	MSEB0012	G121eO302A	B11	42059.98008	19995.09968	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301221	176	51.457054583178994	4.345237005950314	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	46533.8833	20610.2201	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301222	250	52.32529371665027	4.145307474268204	Colon	Positive	MSEB0012	G121eO302A	B11	42382.1472	19683.53096	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301223	251	57.59738835474829	4.0501193644108175	Colon	Positive	MSEB0012	G121eO302A	B11	43057.7278	19442.03462	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301224	251	56.13010913832424	4.033919759941829	Colon	Positive	MSEB0012	G121eO302A	B11	43016.46686	20834.8727	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301225	250	35.88009210354976	3.946039401754172	Colon	Positive	MSEB0012	G121eO302A	B11	43704.72608	20651.31374	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301226	233	60.831549794552274	3.6225959628075635	Colon	Positive	MSEB0012	G121eO302A	B11	43160.88838	20993.32974	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301227	228	58.51464468781818	4.0441885940377436	Colon	Positive	MSEB0012	G121eO302A	B11	43696.68908	20943.26056	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301228	8	4.846367701829916	1.8730485194121609	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	NA	NA	NA	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301229	250	48.928495920474084	4.148652718422789	Colon	Positive	MSEB0012	G121eO302A	B11	44259.10418	18857.47514	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301230	213	45.60964859935931	4.110288505678586	Colon	Positive	MSEB0012	G121eO302A	B11	43066.24554	18489.32286	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301231	176	31.933250027763002	3.179642863786832	Colon	Positive	MSEB0012	G121eO302A	B11	42388.98832	17963.92916	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301232	19	6.965374055452706	3.044850089710269	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	39003.48548	18070.02466	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301233	252	62.654748581897	3.8112366124436	Colon	Positive	MSEB0012	G121eO302A	B11	40950.9359	17939.24252	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301234	44	17.234349992943915	3.917318326156267	Colon	Positive	MSEB0012	G103bO201A	B11	76973.21772	17889.40386	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301235	18	7.802647674486287	2.6865038308493476	Colon	Positive	MSEB0012	G103bO201A	B11	77607.21188	18093.72196	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301236	26	12.80597454029394	3.781928010456152	Colon	Positive	MSEB0012	G103bO201A	B11	NA	NA	NA	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301237	23	4.8173959765877505	1.6170858097656526	Colon	Positive	MSEB0012	G103bO201A	B11	77777.23082	17719.40276	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301238	10	5.346394596936886	1.8352333973519572	Colon	Positive	MSEB0012	G103bO201A	B11	77663.7341	17415.10366	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301239	17	8.126923743924872	3.9799273707059237	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	74579.80154	12638.55838	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301240	51	8.314967577125977	1.8514710228495501	Colon	Positive	MSEB0012	G103bO201A	B11	77772.2919	17109.32376	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301241	13	5.490814469681764	1.8052530404033036	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301242	57	14.256465902451367	3.7665574288775785	Colon	Positive	MSEB0012	G103bO201A	B11	77441.5691	17395.98792	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301243	16	8.448385018371265	3.6158402049291354	Colon	Positive	MSEB0012	G103bO201A	B11	77316.98362	17388.81284	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301244	41	7.7609877105582985	2.6636995990518906	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	74826.20238	11501.17874	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301245	30	12.189264487849696	4.814362391756985	Colon	Positive	MSEB0012	G103bO201A	B11	77572.82094	17674.09364	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301246	53	6.86322353130547	2.1074118417232985	Colon	NegativeReaction	MSEB0012	G103bO201R	NA	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301247	25	11.319721257636731	4.165727864633022	Colon	Positive	MSEB0012	G103bO201A	B11	77720.86236	18018.8341	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301248	27	13.458478220954182	3.426298340320806	Colon	Positive	MSEB0012	G103bO201A	B11	77530.25594	17869.56198	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301249	16	6.689570398441031	2.3033394430423395	Colon	Positive	MSEB0012	G103bO201A	B11	77319.24336	17758.0221	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301250	114	44.87106952736006	3.976409090620497	Colon	Positive	MSEB0012	G103bO201B	B11	75621.87456	30505.5806	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301251	68	15.815530582029295	3.3789889696022963	Colon	Positive	MSEB0012	G103bO201B	B11	75752.94798	30541.356	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301252	69	22.580216337804718	4.118484912781073	Colon	Positive	MSEB0012	G103bO201B	B11	75884.3824	30014.15774	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301253	13	5.071815834982424	2.1748736314000134	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301254	11	3.844589948649399	2.1185848363035356	Colon	Positive	MSEB0012	G103bO201B	B11	76237.51194	30780.0352	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301255	42	15.808182984014056	5.217892320020527	Colon	Positive	MSEB0012	G103bO201B	B11	75363.7501	31063.84194	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301256	54	17.060558029092338	3.9636274944325236	Colon	Positive	MSEB0012	G103bO201B	B11	75320.34734	30629.36526	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301257	17	6.816406108901609	2.6475763023827046	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	72946.82376	24734.74284	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301258	93	8.080543779176095	2.135372647912388	Colon	Positive	MSEB0012	G103bO201B	B11	75930.61952	30247.2115	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301259	134	57.98902930147789	5.781664477477552	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	72945.5192	24746.81002	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301260	5	2.930214026468771	1.0743264979371019	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301261	127	19.583361432819622	3.516072837501827	Colon	Positive	MSEB0012	G103bO201B	B11	75795.9237	30449.4183	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301262	62	19.476945585504108	4.435003325335901	Colon	Positive	MSEB0012	G103bO201B	B11	76189.756	30949.87328	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301263	68	35.525425101001844	5.017441584916795	Colon	Positive	MSEB0012	G103bO201B	B11	76197.25722	30864.4246	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301264	46	8.042272295188544	3.7620163728926754	Colon	Positive	MSEB0012	G103bO201B	B11	75815.00372	29900.73796	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301265	108	31.68026987040809	4.779699564448675	Colon	Positive	MSEB0012	G103bO201B	B11	75583.44432	29860.94888	5000	Success	2	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301266	58	6.064926366297002	2.0916444942334755	Colon	Positive	MSEB0012	G103bO201C	B11	75647.36776	30082.76744	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301267	8	6.669271036207057	2.3129906577370316	Colon	Positive	MSEB0012	G103bO201C	B11	76131.08002	44986.05922	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301268	52	15.993001787582141	3.3127853737110136	Colon	Positive	MSEB0012	G103bO201C	B11	76318.96506	44716.68234	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301269	10	4.2288008596386275	1.5556524872737443	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	75686.99416	44243.46724	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301270	27	7.890516401117457	3.0993129209148598	Colon	Positive	MSEB0012	G103bO201C	B11	74299.23392	45054.93628	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301271	22	8.358372169228852	3.372349375783207	Colon	Positive	MSEB0012	G103bO201C	B11	76991.99864	44127.29948	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301272	4	2.6383463633125235	1.1014367248183503	Colon	NegativeReaction	MSEB0012	G103bO201R	NA	NA	NA	NA	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301273	8	3.463362110943534	1.5375337982809054	Colon	Positive	MSEB0012	G103bO201C	B11	76388.10064	44228.75452	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301274	13	7.301327333409479	4.221668085633633	Colon	NegativeCollection	MSEB0012	G103bO201Z	B11	NA	NA	NA	NA	0	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301275	35	17.24668907698657	3.8607474345744923	Colon	Positive	MSEB0012	G103bO201C	B11	76115.12954	43791.0738	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301276	31	7.45748872574534	2.0189228171909925	Colon	Positive	MSEB0012	G103bO201C	B11	76247.30244	43214.70116	5000	Success	1	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301277	33	19.323239914600794	4.664765135210001	Colon	Positive	MSEB0012	G103bO201C	B11	74571.88696	44880.45138	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301278	21	10.429533080494032	3.0620351396797663	Colon	Positive	MSEB0012	G103bO201C	B11	78215.87816	43537.9059	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301279	11	5.0349934164021395	1.8546328568761292	Colon	NegativeMebrane	MSEB0012	G103bO201M	B11	76314.77598	43758.71972	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301280	26	10.845318845259689	3.9823937478784424	Colon	Positive	MSEB0012	G103bO201C	B11	76385.28112	43365.33424	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301281	38	8.55183138492628	3.1271601118226404	Colon	Positive	MSEB0012	G103bO201C	B11	76741.78728	43803.26834	5000	Success	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
M301282	250	54.57561320681131	3.9751072848896487	Colon	Positive	MSEB0012	G121eO302B	B11	41453.4693	17089.15774	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301283	249	55.46197448979797	4.080538422942916	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301284	92	42.81729695640791	4.731350827190529	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	40791.4056	16815.7792	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301285	245	52.22818236531422	4.094330736628308	Colon	Positive	MSEB0012	G121eO302B	B11	40046.74836	17578.3492	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301286	16	9.14170757277089	4.047842449784507	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41051.89146	17145.79236	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301287	249	57.73347156496587	4.057826287411154	Colon	Positive	MSEB0012	G121eO302B	B11	41135.4833	17654.27142	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301288	11	7.549251246904001	3.21856934408658	Colon	Positive	MSEB0012	G121eO302B	B11	41315.2	17540.17232	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301289	249	56.33352508399712	4.039693064329126	Colon	Positive	MSEB0012	G121eO302B	B11	41400.40078	17608.98786	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301290	14	7.2326918835097125	2.068076451995347	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41426.16088	18294.98234	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301291	36	22.674110186399925	4.440020243924457	Colon	Positive	MSEB0012	G121eO302B	B11	41711.76744	17864.7966	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301292	252	58.64220969044805	4.051526179292486	Colon	Positive	MSEB0012	G121eO302B	B11	42644.17836	16003.35286	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301293	18	14.638720830619858	3.3887162394806056	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	41465.2056	17731.0792	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301294	39	25.659242711799422	5.031496937215217	Colon	Positive	MSEB0012	G121eO302B	B11	41100.19242	18082.31458	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301295	250	51.86038812209434	4.142997254692966	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301296	250	56.58353883659896	3.930312986406622	Colon	Positive	MSEB0012	G121eO302B	B11	41799.0736	17175.40456	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301297	248	55.189949291085526	3.9885576926742363	Colon	Positive	MSEB0012	G121eO302B	B11	41736.45472	17710.10006	5000	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301298	251	61.46209694234852	3.7814973881370273	Colon	Positive	MSEB0012	G121eO302B	B11	41347.27566	31974.73372	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301299	72	39.388843846987626	4.136267387998551	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	NA	NA	NA	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301300	25	11.024562685849745	3.7338019910302163	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	40674.9056	31532.4792	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301301	246	61.43702968941373	4.029888940506837	Colon	Positive	MSEB0012	G121eO302B	B11	43703.01278	31343.37932	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301302	252	54.5523107268603	4.072379591954483	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301303	249	58.81026978248234	4.035094368420997	Colon	Positive	MSEB0012	G121eO302B	B11	40857.31786	31477.10116	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301304	236	26.148352584532326	3.6513032285794047	Colon	Positive	MSEB0012	G121eO302B	B11	41474.74688	31562.7183	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301305	250	54.20542920343206	3.9099120266404435	Colon	Positive	MSEB0012	G121eO302B	B11	41519.57912	31125.49698	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301306	243	50.222855048832876	4.046906044681872	Colon	Positive	MSEB0012	G121eO302B	B11	41706.1352	31251.87052	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301307	46	7.977060377774905	2.714141450913664	Colon	Positive	MSEB0012	G121eO302B	B11	NA	NA	NA	Fail	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301308	202	38.488259578444065	3.234153453517947	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	41726.12974	31320.03378	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301309	12	4.952648003105174	1.4111351305219575	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	41497.5056	31011.1792	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301310	250	48.480430126104615	4.0748568155804055	Colon	Positive	MSEB0012	G121eO302B	B11	41692.18908	30653.78112	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301311	250	55.68012202425123	3.9872393238762998	Colon	Positive	MSEB0012	G121eO302B	B11	41479.3352	30448.76198	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301312	250	58.18043664917093	3.978055994460202	Colon	Positive	MSEB0012	G121eO302B	B11	41236.14014	30480.25832	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301313	252	57.79085066638429	4.315500596575536	Colon	Positive	MSEB0012	G121eO302B	B11	41078.4201	28639.5368	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301314	252	56.131175412610226	3.8960967987620925	Colon	Positive	MSEB0012	G121eO302B	B11	44191.23378	46773.50116	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301315	251	57.269998231729204	4.018662482308244	Colon	Positive	MSEB0012	G121eO302B	B11	42139.29788	45801.06018	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301316	251	56.98818504264468	4.0074915705767085	Colon	Positive	MSEB0012	G121eO302B	B11	42595.29364	44136.58324	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301317	250	51.827903505378195	4.0265921981877835	Colon	Positive	MSEB0012	G121eO302B	B11	41974.59858	45566.23648	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301318	247	55.844535587554105	3.970636235110247	Colon	Positive	MSEB0012	G121eO302B	B11	42003.85196	44910.95646	5000	Success	3	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301319	9	4.3614638663970435	1.8517055106502922	Colon	Positive	MSEB0012	G121eO302B	B11	42546.06422	44497.74432	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301320	3	2.8295526450097346	1.0632889511672086	Colon	NegativeReaction	MSEB0012	G121eO302R	NA	42241.1056	43978.0792	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301321	10	4.83614511204991	2.557452184146957	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	NA	NA	NA	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301322	250	60.157075772187994	3.828856060095349	Colon	Positive	MSEB0012	G121eO302B	B11	42061.7991	45023.35594	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301323	249	48.37295221880719	3.8879030423086176	Colon	Positive	MSEB0012	G121eO302B	B11	42328.33648	45345.91002	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301324	252	56.57502225368189	3.9656154202462504	Colon	Positive	MSEB0012	G121eO302B	B11	42026.39692	45425.5896	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301325	248	58.81321543366421	3.9249189987596083	Colon	Positive	MSEB0012	G121eO302B	B11	42086.73282	45884.32498	5000	Success	1	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301326	251	51.46878568824652	3.9986005876028528	Colon	Positive	MSEB0012	G121eO302B	B11	43078.4955	45522.386	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301327	235	61.86136672358828	3.938981792397422	Colon	NegativeMebrane	MSEB0012	G121eO302M	B11	NA	NA	NA	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301328	53	27.11940833731531	5.576227972810904	Colon	NegativeCollection	MSEB0012	G121eO302Z	B11	44446.4056	44870.0792	5000	NA	0	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301329	252	50.3783867982227	4.023664554857298	Colon	Positive	MSEB0012	G121eO302B	B11	42995.45594	44833.4465	5000	Success	2	15	G121e	ULV2_Half	Lid8_Covaris_500639
M301330	31	9.794331167337793	3.3162843135128988	Colon	Positive	MSEB0012	G103bO202A	B11	41457.05684	17136.77418	5000	Fail	3	15	G103b	ULV2_Half	Lid8_Covaris_500639
